"","User_id","Age_yrs","Ethnicity","File.Name","User_task","id","Image.Size","File.Type","ISO","Light.Value","Megapixels","Aperture.Value","Brightness.Value","Exposure.Time","Sensing.Method","Shutter.Speed.Value","White.Balance","Camera.Model.Name","ExifTool.Version.Number","User_task_2","User_cam_utilization_rate","ASQ.reliabiltiy","CSUQ.satisfaction.reliabiltiy","Age","Age_yrs2","User_cam_utilization_rate2"
"1041","User_474","(<18 or >65)","White","User_474.jpg","image_surr_auth",474," 2880x2160"," JPEG",200," 11.8"," 13.0"," 2.2"," 0.33"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",158,0.734,0.787,37,"(>=18 or <=65)",0.395
"1051","User_475","(>=18 or <=65)","White","User_475.jpg","image_surr_no_auth",475," 2880x2160"," JPEG",200," 11.9"," 13.0"," 2.2"," 0.42"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",185,0.702,0.783,38,"(>=18 or <=65)",0.4625
"1061","User_476","(>=18 or <=65)","White","User_476.jpg","image_surr_auth",476," 2880x2160"," JPEG",200," 11.9"," 13.0"," 2.2"," 0.43"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",147,0.777,0.871,30,"(>=18 or <=65)",0.3675
"1071","User_477","(>=18 or <=65)","Black","User_477.jpg","image_surr_no_auth",477," 2880x2160"," JPEG",2050," 11.9"," 13.0"," 2.2"," 0.45"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",199,0.716,0.73,47,"(>=18 or <=65)",0.4975
"1081","User_478","(<18 or >65)","White","User_478.jpg","image_surr_auth",478," 2880x2160"," JPEG",2100," 11.9"," 13.0"," 2.2"," 0.48"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",158,0.609,0.806,21,"(>=18 or <=65)",0.395
"1091","User_479","(<18 or >65)","White","User_479.jpg","image_surr_no_auth",479," 2880x2160"," JPEG",2200," 11.9"," 13.0"," 2.2"," 0.48"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",165,0.72,0.76,47,"(>=18 or <=65)",0.4125
"1101","User_480","(>=18 or <=65)","Brown","User_480.jpg","image_surr_auth",480," 2880x2160"," JPEG",2200," 12.0"," 13.0"," 2.2"," 0.49"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",173,0.782,0.837,12,"(<18 or >65)",0.4325
"1111","User_481","(<18 or >65)","White","User_481.jpg","image_surr_no_auth",481," 2880x2160"," JPEG",2200," 12.0"," 13.0"," 2.2"," 0.5"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",170,0.729,0.64,42,"(>=18 or <=65)",0.425
"1121","User_482","(<18 or >65)","Black","User_482.jpg","image_surr_auth",482," 2880x2160"," JPEG",2200," 12.0"," 13.0"," 2.2"," 0.5"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",156,0.82,0.84,84,"(<18 or >65)",0.39
"1131","User_483","(<18 or >65)","White","User_483.jpg","image_surr_no_auth",483," 2880x2160"," JPEG",2200," 12.0"," 13.0"," 2.2"," 0.54"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",157,0.719,0.911,44,"(>=18 or <=65)",0.3925
"1141","User_484","(<18 or >65)","White","User_484.jpg","image_surr_auth",484," 2880x2160"," JPEG",2200," 12.1"," 13.0"," 2.2"," 0.55"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",144,0.807,0.873,26,"(>=18 or <=65)",0.36
"1151","User_485","(>=18 or <=65)","Brown","User_485.jpg","image_surr_no_auth",485," 2880x2160"," JPEG",2200," 12.1"," 13.0"," 2.2"," 0.66"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",191,0.64,0.786,31,"(>=18 or <=65)",0.4775
"1161","User_486","(<18 or >65)","Brown","User_486.jpg","image_surr_auth",486," 2880x2160"," JPEG",2200," 12.1"," 13.0"," 2.2"," 0.66"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",157,0.777,0.817,59,"(>=18 or <=65)",0.3925
"1171","User_487","(<18 or >65)","Black","User_487.jpg","image_surr_no_auth",487," 2880x2160"," JPEG",2200," 12.2"," 13.0"," 2.2"," 0.68"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",157,0.738,0.694,42,"(>=18 or <=65)",0.3925
"1181","User_488","(<18 or >65)","White","User_488.jpg","image_surr_auth",488," 2880x2160"," JPEG",2200," 12.2"," 13.0"," 2.2"," 0.68"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",160,0.725,0.787,29,"(>=18 or <=65)",0.4
"1191","User_489","(>=18 or <=65)","Brown","User_489.jpg","image_surr_no_auth",489," 2880x2160"," JPEG",2200," 12.2"," 13.0"," 2.2"," 0.7"," 1/15"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",148,0.759,0.739,41,"(>=18 or <=65)",0.37
"1201","User_490","(>=18 or <=65)","Black","User_490.jpg","image_surr_auth",490," 2880x2160"," JPEG",2200," 12.2"," 13.0"," 2.2"," 0.71"," 1/154"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","existing_camera_location",168,0.728,0.698,41,"(>=18 or <=65)",0.42
"1211","User_491","(>=18 or <=65)","Brown","User_491.jpg","image_surr_no_auth",491," 2880x2160"," JPEG",2200," 12.2"," 13.0"," 2.2"," 0.73"," 1/154"," One-chip color area"," 1/15"," Auto"," LM-X220"," 12.29","new_camera_location",164,0.725,0.607,14,"(<18 or >65)",0.41
"1221","User_492","(>=18 or <=65)","White","User_492.jpg","image_surr_auth",492," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.78"," 1/158"," One-chip color area"," 1/154"," Auto"," LM-X220"," 12.29","existing_camera_location",148,0.837,0.794,40,"(>=18 or <=65)",0.37
"1231","User_493","(<18 or >65)","Black","User_493.jpg","image_surr_no_auth",493," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.8"," 1/1625"," One-chip color area"," 1/154"," Auto"," LM-X220"," 12.29","new_camera_location",172,0.774,0.857,52,"(>=18 or <=65)",0.43
"1241","User_494","(<18 or >65)","Brown","User_494.jpg","image_surr_auth",494," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.8"," 1/1625"," One-chip color area"," 1/158"," Auto"," LM-X220"," 12.29","existing_camera_location",165,0.655,0.793,66,"(<18 or >65)",0.4125
"1251","User_495","(>=18 or <=65)","Brown","User_495.jpg","image_surr_no_auth",495," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.81"," 1/1625"," One-chip color area"," 1/1625"," Auto"," LM-X220"," 12.29","new_camera_location",177,0.671,0.738,80,"(<18 or >65)",0.4425
"1261","User_496","(<18 or >65)","Brown","User_496.jpg","image_surr_auth",496," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.83"," 1/1625"," One-chip color area"," 1/1625"," Auto"," LM-X220"," 12.29","existing_camera_location",153,0.778,0.804,57,"(>=18 or <=65)",0.3825
"1271","User_497","(<18 or >65)","White","User_497.jpg","image_surr_no_auth",497," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.84"," 1/1680"," One-chip color area"," 1/1625"," Auto"," LM-X220"," 12.29","new_camera_location",175,0.699,0.724,64,"(>=18 or <=65)",0.4375
"1281","User_498","(>=18 or <=65)","White","User_498.jpg","image_surr_auth",498," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.85"," 1/17"," One-chip color area"," 1/1625"," Auto"," LM-X220"," 12.29","existing_camera_location",163,0.744,0.803,49,"(>=18 or <=65)",0.4075
"1291","User_499","(>=18 or <=65)","Brown","User_499.jpg","image_surr_no_auth",499," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.89"," 1/17"," One-chip color area"," 1/1679"," Auto"," LM-X220"," 12.29","new_camera_location",158,0.667,0.612,39,"(>=18 or <=65)",0.395
"1301","User_500","(<18 or >65)","Brown","User_500.jpg","image_surr_auth",500," 2880x2160"," JPEG",2200," 12.3"," 13.0"," 2.2"," 0.93"," 1/17"," One-chip color area"," 1/17"," Auto"," LM-X220"," 12.29","existing_camera_location",176,0.734,0.751,21,"(>=18 or <=65)",0.44
"1100","User_501","(>=18 or <=65)","Brown","User_501.jpg","image_no_scan",501," 2560x1920"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.03"," 1/1039"," One-chip color area"," 1/1038"," Auto"," LM-X210(G)"," 12.29","new_camera_location",170,0.755,0.849,21,"(>=18 or <=65)",0.425
"2100","User_502","(<18 or >65)","Brown","User_502.jpg","image_scan",502," 2560x1920"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.05"," 1/1072"," One-chip color area"," 1/1072"," Auto"," LM-X220"," 12.29","existing_camera_location",183,0.719,0.738,58,"(>=18 or <=65)",0.4575
"379","User_503","(<18 or >65)","White","User_503.jpg","image_no_scan",503," 2560x1920"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.15"," 1/1072"," One-chip color area"," 1/1072"," Auto"," LM-X220"," 12.29","new_camera_location",169,0.702,0.643,80,"(<18 or >65)",0.4225
"410","User_504","(>=18 or <=65)","Brown","User_504.jpg","image_scan",504," 2560x1920"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.2"," 1/1132"," One-chip color area"," 1/1131"," Auto"," LM-X220"," 12.29","existing_camera_location",145,0.764,0.657,31,"(>=18 or <=65)",0.3625
"510","User_505","(>=18 or <=65)","Black","User_505.jpg","image_no_scan",505," 2560x1920"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.2"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",146,0.679,0.789,81,"(<18 or >65)",0.365
"610","User_506","(<18 or >65)","Black","User_506.jpg","image_scan",506," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.2"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",141,0.682,0.82,28,"(>=18 or <=65)",0.3525
"710","User_507","(>=18 or <=65)","Black","User_507.jpg","image_no_scan",507," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.23"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",165,0.716,0.717,20,"(>=18 or <=65)",0.4125
"812","User_508","(<18 or >65)","White","User_508.jpg","image_scan",508," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.27"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",166,0.746,0.653,31,"(>=18 or <=65)",0.415
"912","User_509","(>=18 or <=65)","White","User_509.jpg","image_no_scan",509," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.27"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",178,0.734,0.642,10,"(<18 or >65)",0.445
"1012","User_510","(<18 or >65)","Brown","User_510.jpg","image_scan",510," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.27"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",149,0.836,0.693,17,"(<18 or >65)",0.3725
"1112","User_511","(<18 or >65)","White","User_511.jpg","image_no_scan",511," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.28"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",151,0.739,0.704,27,"(>=18 or <=65)",0.3775
"1212","User_512","(>=18 or <=65)","White","User_512.jpg","image_scan",512," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.28"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",137,0.702,0.679,28,"(>=18 or <=65)",0.3425
"1311","User_513","(<18 or >65)","White","User_513.jpg","image_no_scan",513," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.29"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",147,0.817,0.839,51,"(>=18 or <=65)",0.3675
"1411","User_514","(>=18 or <=65)","White","User_514.jpg","image_scan",514," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.31"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",156,0.754,0.691,50,"(>=18 or <=65)",0.39
"1511","User_515","(>=18 or <=65)","White","User_515.jpg","image_no_scan",515," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.36"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",176,0.655,0.726,25,"(>=18 or <=65)",0.44
"1611","User_516","(>=18 or <=65)","Brown","User_516.jpg","image_scan",516," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.39"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",148,0.74,0.804,41,"(>=18 or <=65)",0.37
"1711","User_517","(<18 or >65)","Brown","User_517.jpg","image_no_scan",517," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.39"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",159,0.654,0.773,13,"(<18 or >65)",0.3975
"1811","User_518","(<18 or >65)","Black","User_518.jpg","image_scan",518," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.39"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",136,0.778,0.819,22,"(>=18 or <=65)",0.34
"1911","User_519","(>=18 or <=65)","White","User_519.jpg","image_no_scan",519," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.41"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",169,0.747,0.759,24,"(>=18 or <=65)",0.4225
"2011","User_520","(<18 or >65)","White","User_520.jpg","image_scan",520," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.43"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",176,0.743,0.762,58,"(>=18 or <=65)",0.44
"2111","User_521","(<18 or >65)","Black","User_521.jpg","image_no_scan",521," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.43"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",166,0.702,0.77,43,"(>=18 or <=65)",0.415
"2211","User_522","(>=18 or <=65)","White","User_522.jpg","image_scan",522," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.44"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",147,0.924,0.585,22,"(>=18 or <=65)",0.3675
"2311","User_523","(>=18 or <=65)","Black","User_523.jpg","image_no_scan",523," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.49"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",168,0.792,0.862,41,"(>=18 or <=65)",0.42
"2411","User_524","(>=18 or <=65)","Black","User_524.jpg","image_scan",524," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.51"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","existing_camera_location",175,0.855,0.71,33,"(>=18 or <=65)",0.4375
"2511","User_525","(<18 or >65)","White","User_525.jpg","image_no_scan",525," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.66"," 1/12"," One-chip color area"," 1/12"," Auto"," LM-X220"," 12.29","new_camera_location",165,0.732,0.714,58,"(>=18 or <=65)",0.4125
"2611","User_526","(<18 or >65)","Brown","User_526.jpg","image_scan",526," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.71"," 1/12"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",145,0.82,0.646,46,"(>=18 or <=65)",0.3625
"2711","User_527","(<18 or >65)","Brown","User_527.jpg","image_no_scan",527," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.88"," 1/12"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",173,0.705,0.677,20,"(>=18 or <=65)",0.4325
"2811","User_528","(>=18 or <=65)","Brown","User_528.jpg","image_scan",528," 2880x2160"," JPEG",100," 1.0"," 13.0"," 2.2"," -0.9"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",168,0.71,0.85,28,"(>=18 or <=65)",0.42
"2911","User_529","(<18 or >65)","White","User_529.jpg","image_no_scan",529," 2880x2160"," JPEG",100," 1.1"," 13.0"," 2.2"," -0.93"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",135,0.734,0.774,72,"(<18 or >65)",0.3375
"3011","User_530","(>=18 or <=65)","Black","User_530.jpg","image_scan",530," 2880x2160"," JPEG",100," 1.9"," 13.0"," 2.2"," -1.06"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",169,0.67,0.83,76,"(<18 or >65)",0.4225
"3111","User_531","(>=18 or <=65)","Brown","User_531.jpg","image_no_scan",531," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.11"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",156,0.773,0.772,26,"(>=18 or <=65)",0.39
"3211","User_532","(<18 or >65)","Brown","User_532.jpg","image_scan",532," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.16"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",161,0.792,0.866,23,"(>=18 or <=65)",0.4025
"3311","User_533","(<18 or >65)","White","User_533.jpg","image_no_scan",533," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.29"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",154,0.755,0.716,73,"(<18 or >65)",0.385
"3411","User_534","(<18 or >65)","Black","User_534.jpg","image_scan",534," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.29"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",170,0.76,0.879,19,"(>=18 or <=65)",0.425
"3511","User_535","(>=18 or <=65)","Brown","User_535.jpg","image_no_scan",535," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.29"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",161,0.774,0.737,24,"(>=18 or <=65)",0.4025
"3611","User_536","(>=18 or <=65)","Black","User_536.jpg","image_scan",536," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.41"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",157,0.866,0.739,84,"(<18 or >65)",0.3925
"3710","User_537","(<18 or >65)","White","User_537.jpg","image_no_scan",537," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -1.88"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",180,0.639,0.727,51,"(>=18 or <=65)",0.45
"382","User_538","(<18 or >65)","Brown","User_538.jpg","image_scan",538," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -2.44"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",156,0.744,0.671,12,"(<18 or >65)",0.39
"392","User_539","(>=18 or <=65)","Brown","User_539.jpg","image_no_scan",539," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -2.6"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",159,0.739,0.789,10,"(<18 or >65)",0.3975
"402","User_540","(>=18 or <=65)","Black","User_540.jpg","image_scan",540," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -2.67"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",171,0.636,0.764,72,"(<18 or >65)",0.4275
"412","User_541","(>=18 or <=65)","Black","User_541.jpg","image_no_scan",541," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -2.97"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",149,0.803,0.776,57,"(>=18 or <=65)",0.3725
"422","User_542","(<18 or >65)","Black","User_542.jpg","image_scan",542," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -2.98"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",164,0.734,0.732,57,"(>=18 or <=65)",0.41
"432","User_543","(<18 or >65)","White","User_543.jpg","image_no_scan",543," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -3"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",163,0.748,0.787,55,"(>=18 or <=65)",0.4075
"442","User_544","(<18 or >65)","Black","User_544.jpg","image_scan",544," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -3"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",145,0.769,0.668,16,"(<18 or >65)",0.3625
"452","User_545","(>=18 or <=65)","White","User_545.jpg","image_no_scan",545," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -3.01"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",192,0.765,0.69,21,"(>=18 or <=65)",0.48
"462","User_546","(>=18 or <=65)","Black","User_546.jpg","image_scan",546," 2880x2160"," JPEG",100," 10.2"," 13.0"," 2.2"," -3.02"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",177,0.749,0.81,37,"(>=18 or <=65)",0.4425
"472","User_547","(>=18 or <=65)","White","User_547.jpg","image_no_scan",547," 2880x2160"," JPEG",1000," 10.2"," 13.0"," 2.2"," -3.06"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",188,0.666,0.696,60,"(>=18 or <=65)",0.47
"482","User_548","(>=18 or <=65)","Black","User_548.jpg","image_scan",548," 2880x2160"," JPEG",1000," 10.2"," 13.0"," 2.2"," -3.08"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",176,0.853,0.746,17,"(<18 or >65)",0.44
"492","User_549","(>=18 or <=65)","White","User_549.jpg","image_no_scan",549," 2880x2160"," JPEG",1250," 10.2"," 13.0"," 2.2"," -3.09"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",170,0.743,0.724,31,"(>=18 or <=65)",0.425
"502","User_550","(>=18 or <=65)","Black","User_550.jpg","image_scan",550," 2880x2160"," JPEG",1250," 10.2"," 13.0"," 2.2"," -3.11"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",159,0.699,0.755,55,"(>=18 or <=65)",0.3975
"512","User_551","(<18 or >65)","Brown","User_551.jpg","image_no_scan",551," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -3.46"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",152,0.837,0.787,46,"(>=18 or <=65)",0.38
"522","User_552","(<18 or >65)","Black","User_552.jpg","image_scan",552," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -3.62"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",170,0.695,0.713,36,"(>=18 or <=65)",0.425
"532","User_553","(>=18 or <=65)","White","User_553.jpg","image_no_scan",553," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.05"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",156,0.706,0.828,60,"(>=18 or <=65)",0.39
"542","User_554","(>=18 or <=65)","White","User_554.jpg","image_scan",554," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.22"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",184,0.728,0.876,63,"(>=18 or <=65)",0.46
"552","User_555","(<18 or >65)","Black","User_555.jpg","image_no_scan",555," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.24"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",137,0.802,0.771,36,"(>=18 or <=65)",0.3425
"562","User_556","(<18 or >65)","Black","User_556.jpg","image_scan",556," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.26"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","existing_camera_location",134,0.805,0.694,19,"(>=18 or <=65)",0.335
"572","User_557","(>=18 or <=65)","Black","User_557.jpg","image_no_scan",557," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.32"," 1/120"," One-chip color area"," 1/120"," Auto"," LM-X220"," 12.29","new_camera_location",142,0.714,0.73,47,"(>=18 or <=65)",0.355
"582","User_558","(<18 or >65)","Black","User_558.jpg","image_scan",558," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -4.76"," 1/120"," One-chip color area"," 1/1243"," Auto"," LM-X220"," 12.29","existing_camera_location",146,0.771,0.593,31,"(>=18 or <=65)",0.365
"592","User_559","(>=18 or <=65)","White","User_559.jpg","image_no_scan",559," 2880x2160"," JPEG",1300," 10.2"," 13.0"," 2.2"," -5.06"," 1/120"," One-chip color area"," 1/125"," Auto"," LM-X220"," 12.29","new_camera_location",147,0.773,0.837,84,"(<18 or >65)",0.3675
"602","User_560","(>=18 or <=65)","White","User_560.jpg","image_scan",560," 2880x2160"," JPEG",150," 10.2"," 13.0"," 2.2"," -5.07"," 1/1244"," One-chip color area"," 1/125"," Auto"," LM-X220"," 12.29","existing_camera_location",165,0.844,0.722,21,"(>=18 or <=65)",0.4125
"612","User_561","(<18 or >65)","White","User_561.jpg","image_no_scan",561," 2880x2160"," JPEG",150," 10.2"," 13.0"," 2.2"," -5.11"," 1/125"," One-chip color area"," 1/129"," Auto"," LM-X220"," 12.29","new_camera_location",158,0.748,0.763,74,"(<18 or >65)",0.395
"622","User_562","(<18 or >65)","Black","User_562.jpg","image_scan",562," 2880x2160"," JPEG",150," 10.2"," 13.0"," 2.2"," -8.57"," 1/129"," One-chip color area"," 1/13"," Auto"," LM-X220"," 12.29","existing_camera_location",141,0.795,0.805,35,"(>=18 or <=65)",0.3525
"632","User_563","(<18 or >65)","Brown","User_563.jpg","image_no_scan",563," 2880x2160"," JPEG",150," 10.2"," 13.0"," 2.2"," -8.83"," 1/13"," One-chip color area"," 1/13"," Auto"," LM-X220"," 12.29","new_camera_location",166,0.759,0.706,41,"(>=18 or <=65)",0.415
"642","User_564","(>=18 or <=65)","Black","User_564.jpg","image_scan",564," 2880x2160"," JPEG",150," 10.3"," 13.0"," 2.2"," -9.16"," 1/13"," One-chip color area"," 1/13"," Auto"," LM-X220"," 12.29","existing_camera_location",143,0.758,0.795,37,"(>=18 or <=65)",0.3575
"652","User_565","(>=18 or <=65)","White","User_565.jpg","image_no_scan",565," 2880x2160"," JPEG",150," 10.3"," 13.0"," 2.2"," -9.27"," 1/1326"," One-chip color area"," 1/1325"," Auto"," LM-X220"," 12.29","new_camera_location",142,0.732,0.629,76,"(<18 or >65)",0.355
